# SampleName, Year, RunNumber, LumiBlockNumber, EventNumber, MET
TTWJetsToLNu, 2016, 1, 14730, 4566236, 357
TTZToLLNuNu_M-10, 2016, 1, 15778, 3088522, 359
TTZToLLNuNu_M-10, 2016, 1, 7737, 1514405, 419
TTWJetsToLNu, 2016, 1, 14188, 4398121, 303
TTZToLLNuNu_M-10, 2016, 1, 17984, 3520278, 320
TTZToLLNuNu_M-10, 2016, 1, 22145, 4334781, 332
TTZToLLNuNu_M-10, 2016, 1, 17506, 3426738, 324
TTZToLLNuNu_M-10, 2016, 1, 9238, 1808265, 352
TTZToLLNuNu_M-10, 2016, 1, 9996, 1956540, 328
TTJets_DiLept_genMET-150, 2016, 1, 191383, 490895960, 323
TTZToLLNuNu_M-10, 2016, 1, 25939, 5077543, 580
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 112873, 325073059, 301
TTGJets, 2016, 1, 15653, 2535764, 306
TTWJetsToLNu, 2016, 1, 9705, 3008513, 506
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 252217, 726384199, 382
TTWJetsToLNu, 2016, 1, 9727, 3015373, 306
TTWJetsToLNu, 2016, 1, 8497, 2633958, 306
ttHTobb_M125, 2016, 1, 4251, 850052, 355
TTZToLLNuNu_M-10, 2016, 1, 27764, 5434700, 342
TTZToLLNuNu_M-10, 2016, 1, 27791, 5439997, 345
TTWJetsToLNu, 2016, 1, 5085, 1576136, 318
TTZToLLNuNu_M-10, 2016, 1, 18615, 3643883, 581
TTZToLLNuNu_M-10, 2016, 1, 20815, 4074386, 469
TTZToLLNuNu_M-10, 2016, 1, 21759, 4259298, 348
TTZToLLNuNu_M-10, 2016, 1, 21760, 4259405, 352
TTZToLLNuNu_M-10, 2016, 1, 21760, 4259417, 378
TTZToLLNuNu_M-10, 2016, 1, 16914, 3310771, 368
TTZToLLNuNu_M-10, 2016, 1, 16914, 3310781, 344
TTZToLLNuNu_M-10, 2016, 1, 15918, 3115937, 653
TTZToLLNuNu_M-10, 2016, 1, 17985, 3520389, 380
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 115751, 333361191, 430
TTZToLLNuNu_M-10, 2016, 1, 18550, 3631103, 314
TTZToLLNuNu_M-10, 2016, 1, 15403, 3015085, 376
ttHTobb_M125, 2016, 1, 2633, 526551, 441
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 5340, 15379199, 349
TTJets_DiLept_genMET-150, 2016, 1, 203475, 521911322, 303
TTZToLLNuNu_M-10, 2016, 1, 5405, 1057844, 320
TTGJets, 2016, 1, 36087, 5845979, 333
TTZToLLNuNu_M-10, 2016, 1, 30410, 5952647, 638
TTZToLLNuNu_M-10, 2016, 1, 7238, 1416715, 382
TTWJetsToLNu, 2016, 1, 11048, 3424738, 327
ttHTobb_M125, 2016, 1, 10295, 2058985, 310
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 88850, 255886584, 321
TTZToLLNuNu_M-10, 2016, 1, 8022, 1570214, 335
TTZToLLNuNu_M-10, 2016, 1, 30038, 5879766, 423
TTWJetsToLNu, 2016, 1, 4961, 1537777, 345
TTZToLLNuNu_M-10, 2016, 1, 16286, 3187993, 319
TTZToLLNuNu_M-10, 2016, 1, 16287, 3188101, 403
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 67084, 193200048, 344
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 33547, 85878238, 336
TTWJetsToLNu, 2016, 1, 13275, 4114994, 391
TTWJetsToLNu, 2016, 1, 12816, 3972741, 301
TTZToLLNuNu_M-10, 2016, 1, 7704, 1507948, 338
TTZToLLNuNu_M-10, 2016, 1, 7836, 1533744, 537
TTZToLLNuNu_M-10, 2016, 1, 7836, 1533756, 365
TTZToLLNuNu_M-10, 2016, 1, 7900, 1546396, 376
TTZToLLNuNu_M-10, 2016, 1, 22366, 4378056, 561
TTZToLLNuNu_M-10, 2016, 1, 7905, 1547367, 566
TTZToLLNuNu_M-10, 2016, 1, 7907, 1547699, 385
TTZToLLNuNu_M-10, 2016, 1, 9442, 1848266, 328
TTZToLLNuNu_M-10, 2016, 1, 9444, 1848571, 346
TTZToLLNuNu_M-10, 2016, 1, 9320, 1824343, 311
TTGJets, 2016, 1, 43182, 6995367, 329
TTWJetsToLNu, 2016, 1, 1185, 367204, 596
TTJets_DiLept_genMET-150, 2016, 1, 109097, 279833350, 306
TTZToLLNuNu_M-10, 2016, 1, 7338, 1436360, 531
TTZToLLNuNu_M-10, 2016, 1, 7339, 1436591, 434
ttHTobb_M125, 2016, 1, 13265, 2653000, 380
TTZToLLNuNu_M-10, 2016, 1, 8134, 1592195, 390
TTZToLLNuNu_M-10, 2016, 1, 9858, 1929594, 591
TTZToLLNuNu_M-10, 2016, 1, 9858, 1929652, 422
TTGJets, 2016, 1, 403, 65248, 364
TTZToLLNuNu_M-10, 2016, 1, 9334, 1827138, 452
TTWJetsToLNu, 2016, 1, 891, 275924, 489
TTJets_DiLept_genMET-150, 2016, 1, 157953, 405146981, 403
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 41353, 105863560, 377
TTZToLLNuNu_M-10, 2016, 1, 11536, 2258008, 459
ttHTobb_M125, 2016, 1, 13667, 2733226, 319
TTZToLLNuNu_M-10, 2016, 1, 7457, 1459521, 588
TTZToLLNuNu_M-10, 2016, 1, 15513, 3036536, 378
TTZToLLNuNu_M-10, 2016, 1, 25200, 4932880, 502
TTZToLLNuNu_M-10, 2016, 1, 30324, 5935842, 412
ttHTobb_M125, 2016, 1, 15934, 3186714, 317
ttHTobb_M125, 2016, 1, 15315, 3062819, 350
TTZToLLNuNu_M-10, 2016, 1, 25763, 5042954, 430
TTZToLLNuNu_M-10, 2016, 1, 30242, 5919718, 328
TTZToLLNuNu_M-10, 2016, 1, 30242, 5919797, 307
TTWJetsToLNu, 2016, 1, 1658, 513929, 464
TTZToLLNuNu_M-10, 2016, 1, 7565, 1480804, 334
TTZToLLNuNu_M-10, 2016, 1, 7569, 1481462, 525
TTZToLLNuNu_M-10, 2016, 1, 11915, 2332280, 316
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 102496, 295186083, 316
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 105537, 303944618, 348
TTZToLLNuNu_M-10, 2016, 1, 23977, 4693373, 324
TTZToLLNuNu_M-10, 2016, 1, 23979, 4693841, 320
ttHTobb_M125, 2016, 1, 35956, 7191102, 301
TTJets_DiLept_genMET-150, 2016, 1, 191047, 490034644, 322
TTGJets, 2016, 1, 45041, 7296485, 384
TTZToLLNuNu_M-10, 2016, 1, 29903, 5853385, 473
TTZToLLNuNu_M-10, 2016, 1, 14142, 2768264, 333
TTZToLLNuNu_M-10, 2016, 1, 19674, 3851079, 342
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 415035, 1195299698, 382
TTZToLLNuNu_M-10, 2016, 1, 19675, 3851250, 314
TTZToLLNuNu_M-10, 2016, 1, 21873, 4281578, 323
ttHTobb_M125, 2016, 1, 31704, 6340627, 306
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 98540, 283793829, 343
TTWJetsToLNu, 2016, 1, 2171, 672866, 310
