# SampleName, Year, RunNumber, LumiBlockNumber, EventNumber, MET
TTZToLLNuNu_M-10, 2018, 1, 2272, 13628777, 330
TTZToLLNuNu_M-10, 2018, 1, 34, 198404, 305
TTZToLLNuNu_M-10, 2018, 1, 34, 199786, 394
TTJets_DiLept_genMET-80, 2018, 1, 913, 918580, 340
TTZToLLNuNu_M-10, 2018, 1, 585, 3504820, 354
TTZToLLNuNu_M-10, 2018, 1, 585, 3506318, 350
TTZToLLNuNu_M-10, 2018, 1, 585, 3507619, 310
TTZToLLNuNu_M-10, 2018, 1, 585, 3509080, 309
TTZToLLNuNu_M-10, 2018, 1, 585, 3509860, 356
TTWJetsToLNu, 2018, 1, 559, 2711738, 375
TTZToLLNuNu_M-10, 2018, 1, 199, 1188460, 574
TTJets_DiLept_genMET-80, 2018, 1, 302157, 304271768, 311
TTZToLLNuNu_M-10, 2018, 1, 199, 1192481, 305
TTZToLLNuNu_M-10, 2018, 1, 701, 4200135, 322
TTWJetsToLNu, 2018, 1, 674, 3269361, 622
TTWJetsToLNu, 2018, 1, 678, 3287878, 489
TTZToLLNuNu_M-10, 2018, 1, 701, 4205749, 315
TTZToLLNuNu_M-10, 2018, 1, 394, 2359395, 435
TTZToLLNuNu_M-10, 2018, 1, 394, 2360637, 326
TTZToLLNuNu_M-10, 2018, 1, 410, 2454522, 301
TTZToLLNuNu_M-10, 2018, 1, 410, 2455153, 360
TTZToLLNuNu_M-10, 2018, 1, 410, 2455196, 345
TTZToLLNuNu_M-10, 2018, 1, 410, 2455612, 803
TTZToQQ, 2018, 1, 340, 1344770, 303
TTZToLLNuNu_M-10, 2018, 1, 450, 2695697, 363
TTZToLLNuNu_M-10, 2018, 1, 450, 2697033, 373
TTZToLLNuNu_M-10, 2018, 1, 450, 2697105, 371
TTZToLLNuNu_M-10, 2018, 1, 450, 2697150, 732
TTGJets, 2018, 1, 1409, 2372357, 307
TTZToLLNuNu_M-10, 2018, 1, 385, 2306819, 324
TTZToLLNuNu_M-10, 2018, 1, 385, 2309375, 420
TTZToLLNuNu_M-10, 2018, 1, 396, 2372017, 405
TTZToLLNuNu_M-10, 2018, 1, 396, 2372345, 351
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 18244, 25084333, 323
TTZToLLNuNu_M-10, 2018, 1, 396, 2375001, 556
TTZToLLNuNu_M-10, 2018, 1, 39, 229709, 384
TTWJetsToLNu, 2018, 1, 754, 3657642, 518
TTZToLLNuNu_M-10, 2018, 1, 39, 231916, 428
TTZToLLNuNu_M-10, 2018, 1, 39, 232481, 332
TTZToLLNuNu_M-10, 2018, 1, 51, 300986, 306
TTZToLLNuNu_M-10, 2018, 1, 49, 288458, 321
TTZToLLNuNu_M-10, 2018, 1, 49, 289655, 327
TTZToLLNuNu_M-10, 2018, 1, 50, 295075, 406
TTZToLLNuNu_M-10, 2018, 1, 50, 296702, 320
TTZToLLNuNu_M-10, 2018, 1, 50, 297686, 347
TTZToLLNuNu_M-10, 2018, 1, 50, 298381, 520
TTZToLLNuNu_M-10, 2018, 1, 50, 299504, 375
TTZToLLNuNu_M-10, 2018, 1, 44, 258623, 545
TTZToLLNuNu_M-10, 2018, 1, 44, 259918, 357
TTZToLLNuNu_M-10, 2018, 1, 44, 263316, 373
TTZToLLNuNu_M-10, 2018, 1, 876, 5250270, 400
TTZToQQ, 2018, 1, 8579, 8557904, 326
TTZToLLNuNu_M-10, 2018, 1, 876, 5253364, 336
TTZToLLNuNu_M-10, 2018, 1, 1700, 10195738, 322
TTZToLLNuNu_M-10, 2018, 1, 1700, 10196144, 369
TTWJetsToLNu, 2018, 1, 1430, 6937796, 340
TTZToLLNuNu_M-10, 2018, 1, 1700, 10199173, 671
TTWJetsToLNu, 2018, 1, 1064, 5161831, 329
TTZToLLNuNu_M-10, 2018, 1, 72, 426634, 362
TTZToLLNuNu_M-10, 2018, 1, 72, 426932, 928
ttHTobb_M125, 2018, 1, 3433, 6865160, 317
TTWJetsToLNu, 2018, 1, 1251, 6070383, 333
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 590963, 829711333, 342
TTZToLLNuNu_M-10, 2018, 1, 2159, 12952994, 323
TTWJetsToLNu, 2018, 1, 1646, 7985592, 334
TTWJetsToLNu, 2018, 1, 1646, 7988349, 388
TTZToLLNuNu_M-10, 2018, 1, 1453, 8716304, 303
TTZToLLNuNu_M-10, 2018, 1, 1453, 8716334, 374
TTWJetsToLNu, 2018, 1, 1652, 8017565, 321
TTZToLLNuNu_M-10, 2018, 1, 1888, 11323200, 429
TTZToLLNuNu_M-10, 2018, 1, 1888, 11326490, 352
TTZToLLNuNu_M-10, 2018, 1, 1888, 11327030, 372
TTZToLLNuNu_M-10, 2018, 1, 1548, 9282362, 553
TTZToLLNuNu_M-10, 2018, 1, 1548, 9282749, 323
TTZToLLNuNu_M-10, 2018, 1, 1548, 9283954, 368
TTZToLLNuNu_M-10, 2018, 1, 1548, 9285054, 302
TTZToLLNuNu_M-10, 2018, 1, 2174, 13043261, 364
TTZToLLNuNu_M-10, 2018, 1, 2203, 13212587, 475
ttHTobb_M125, 2018, 1, 2181, 4361240, 338
ttHTobb_M125, 2018, 1, 2181, 4361984, 398
TTZToLLNuNu_M-10, 2018, 1, 2203, 13214639, 577
TTZToLLNuNu_M-10, 2018, 1, 2203, 13214790, 419
TTZToLLNuNu_M-10, 2018, 1, 2203, 13215873, 450
TTZToQQ, 2018, 1, 1336, 2340728, 377
ttHTobb_M125, 2018, 1, 823, 1645385, 342
TTZToLLNuNu_M-10, 2018, 1, 167, 997114, 320
TTZToLLNuNu_M-10, 2018, 1, 167, 997353, 349
TTTT, 2018, 1, 82, 34862, 393
TTZToLLNuNu_M-10, 2018, 1, 167, 1001735, 300
TTZToLLNuNu_M-10, 2018, 1, 2179, 13068899, 398
TTGJets, 2018, 1, 1908, 3211870, 320
TTZToLLNuNu_M-10, 2018, 1, 134, 798608, 386
TTZToLLNuNu_M-10, 2018, 1, 392, 2346385, 481
TTZToLLNuNu_M-10, 2018, 1, 392, 2347961, 380
TTZToLLNuNu_M-10, 2018, 1, 392, 2349966, 321
ttHTobb_M125, 2018, 1, 1586, 3170770, 340
TTZToQQ, 2018, 1, 852, 1856416, 309
TTZToLLNuNu_M-10, 2018, 1, 628, 3764256, 311
TTZToLLNuNu_M-10, 2018, 1, 628, 3764553, 530
TTZToLLNuNu_M-10, 2018, 1, 628, 3767475, 329
ttHTobb_M125, 2018, 1, 1329, 2656128, 372
TTZToLLNuNu_M-10, 2018, 1, 695, 4164554, 404
TTZToLLNuNu_M-10, 2018, 1, 695, 4168701, 334
TTZToQQ, 2018, 1, 7165, 7143053, 330
TTZToLLNuNu_M-10, 2018, 1, 862, 5166701, 388
TTZToLLNuNu_M-10, 2018, 1, 862, 5166867, 519
TTWJetsToLNu, 2018, 1, 1531, 7428740, 344
TTZToLLNuNu_M-10, 2018, 1, 862, 5170001, 413
TTZToLLNuNu_M-10, 2018, 1, 862, 5170806, 321
TTWJetsToLNu, 2018, 1, 1532, 7435399, 498
TTZToLLNuNu_M-10, 2018, 1, 862, 5170841, 569
TTZToLLNuNu_M-10, 2018, 1, 1998, 11982116, 357
TTZToLLNuNu_M-10, 2018, 1, 1998, 11982188, 339
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 14130, 19427510, 314
TTWJetsToLNu, 2018, 1, 1562, 7581201, 357
TTZToLLNuNu_M-10, 2018, 1, 1998, 11983958, 384
TTZToLLNuNu_M-10, 2018, 1, 1998, 11984558, 452
ttHTobb_M125, 2018, 1, 4097, 8193256, 323
TTZToQQ, 2018, 1, 893, 1897745, 392
TTWJetsToLNu, 2018, 1, 428, 2072727, 385
TTZToLLNuNu_M-10, 2018, 1, 2214, 13283355, 309
TTZToLLNuNu_M-10, 2018, 1, 2214, 13283758, 569
TTZToLLNuNu_M-10, 2018, 1, 965, 5784757, 314
TTWJetsToLNu, 2018, 1, 774, 3756558, 615
TTZToLLNuNu_M-10, 2018, 1, 965, 5786963, 372
TTZToLLNuNu_M-10, 2018, 1, 965, 5787962, 475
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 530650, 729642997, 329
TTWJetsToLNu, 2018, 1, 910, 4413065, 391
TTWJetsToLNu, 2018, 1, 910, 4413666, 646
TTZToLLNuNu_M-10, 2018, 1, 2292, 13748341, 388
TTZToLLNuNu_M-10, 2018, 1, 2292, 13749721, 333
ttHTobb_M125, 2018, 1, 4717, 9433722, 357
TTWJetsToLNu, 2018, 1, 771, 3741347, 467
TTWJetsToLNu, 2018, 1, 853, 4136106, 353
TTJets_DiLept_genMET-80, 2018, 1, 150555, 151608384, 353
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 42718, 59975948, 386
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 25885, 35590891, 317
TTZToLLNuNu_M-10, 2018, 1, 971, 5821421, 767
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 229668, 322453765, 306
TTZToLLNuNu_M-10, 2018, 1, 971, 5825912, 312
TTZToLLNuNu_M-10, 2018, 1, 987, 5916946, 314
TTWJetsToLNu, 2018, 1, 155, 748952, 376
ttHTobb_M125, 2018, 1, 1106, 2210333, 377
ttHTobb_M125, 2018, 1, 1106, 2210455, 338
TTZToLLNuNu_M-10, 2018, 1, 987, 5920446, 516
TTZToLLNuNu_M-10, 2018, 1, 987, 5921240, 679
TTZToLLNuNu_M-10, 2018, 1, 987, 5921862, 465
TTZToLLNuNu_M-10, 2018, 1, 226, 1353972, 796
ttHTobb_M125, 2018, 1, 1382, 2762448, 301
TTWJetsToLNu, 2018, 1, 433, 2101329, 309
TTZToLLNuNu_M-10, 2018, 1, 285, 1709083, 512
TTZToLLNuNu_M-10, 2018, 1, 285, 1709799, 411
TTZToLLNuNu_M-10, 2018, 1, 1734, 10399964, 304
TTZToLLNuNu_M-10, 2018, 1, 1734, 10401026, 307
TTZToLLNuNu_M-10, 2018, 1, 1734, 10403754, 344
TTZToLLNuNu_M-10, 2018, 1, 2132, 12787288, 389
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 308099, 423634945, 362
TTWJetsToLNu, 2018, 1, 1625, 7886142, 320
TTZToLLNuNu_M-10, 2018, 1, 2132, 12788920, 328
TTZToQQ, 2018, 1, 8126, 8104806, 368
TTZToLLNuNu_M-10, 2018, 1, 2132, 12789853, 315
TTZToLLNuNu_M-10, 2018, 1, 2132, 12791461, 440
TTZToLLNuNu_M-10, 2018, 1, 633, 3793118, 396
TTZToLLNuNu_M-10, 2018, 1, 633, 3794034, 377
TTZToLLNuNu_M-10, 2018, 1, 633, 3796609, 326
TTZToLLNuNu_M-10, 2018, 1, 633, 3797336, 548
TTWJetsToLNu, 2018, 1, 152, 736986, 374
TTZToLLNuNu_M-10, 2018, 1, 773, 4633495, 321
TTZToLLNuNu_M-10, 2018, 1, 773, 4633651, 467
TTWJetsToLNu, 2018, 1, 1047, 5077917, 324
TTZToQQ, 2018, 1, 1401, 2405079, 389
TTWJetsToLNu, 2018, 1, 586, 2840325, 333
TTZToLLNuNu_M-10, 2018, 1, 784, 4699914, 383
TTZToQQ, 2018, 1, 1770, 2774055, 349
TTZToLLNuNu_M-10, 2018, 1, 784, 4701098, 320
TTZToQQ, 2018, 1, 3003, 3002432, 445
ttHTobb_M125, 2018, 1, 3594, 7187865, 313
TTZToLLNuNu_M-10, 2018, 1, 476, 2853938, 399
TTZToLLNuNu_M-10, 2018, 1, 476, 2855870, 449
TTZToLLNuNu_M-10, 2018, 1, 533, 3192633, 321
TTZToLLNuNu_M-10, 2018, 1, 533, 3192663, 373
ttHTobb_M125, 2018, 1, 1851, 3700397, 311
TTZToLLNuNu_M-10, 2018, 1, 533, 3193843, 413
TTZToLLNuNu_M-10, 2018, 1, 533, 3196852, 327
TTGJets, 2018, 1, 5001, 8421218, 307
TTZToLLNuNu_M-10, 2018, 1, 533, 3197005, 369
TTZToLLNuNu_M-10, 2018, 1, 533, 3197143, 410
TTZToLLNuNu_M-10, 2018, 1, 830, 4974068, 318
TTZToLLNuNu_M-10, 2018, 1, 830, 4975078, 323
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 46076, 64689849, 312
TTZToLLNuNu_M-10, 2018, 1, 702, 4206341, 339
TTJets_DiLept_genMET-80, 2018, 1, 443741, 446846679, 317
TTZToLLNuNu_M-10, 2018, 1, 702, 4209375, 459
TTWJetsToLNu, 2018, 1, 156, 755036, 376
TTGJets, 2018, 1, 2835, 4773451, 332
TTZToLLNuNu_M-10, 2018, 1, 875, 5246619, 473
TTGJets, 2018, 1, 2059, 3466151, 304
TTWJetsToLNu, 2018, 1, 808, 3921712, 848
TTZToLLNuNu_M-10, 2018, 1, 928, 5563819, 399
TTZToLLNuNu_M-10, 2018, 1, 928, 5566276, 343
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 26261, 36108331, 307
TTZToLLNuNu_M-10, 2018, 1, 928, 5567738, 328
TTZToLLNuNu_M-10, 2018, 1, 2273, 13632396, 357
TTZToLLNuNu_M-10, 2018, 1, 2273, 13634426, 307
TTZToLLNuNu_M-10, 2018, 1, 2273, 13634615, 358
TTZToLLNuNu_M-10, 2018, 1, 2273, 13636142, 461
TTZToLLNuNu_M-10, 2018, 1, 2273, 13637862, 419
TTZToLLNuNu_M-10, 2018, 1, 366, 2190132, 320
TTWJetsToLNu, 2018, 1, 554, 2688858, 342
ttHTobb_M125, 2018, 1, 1229, 2456593, 336
TTWJetsToLNu, 2018, 1, 975, 4730604, 359
TTZToLLNuNu_M-10, 2018, 1, 366, 2195924, 442
TTZToLLNuNu_M-10, 2018, 1, 956, 5730482, 355
TTZToLLNuNu_M-10, 2018, 1, 956, 5730899, 369
ttHTobb_M125, 2018, 1, 1744, 3487492, 302
TTZToLLNuNu_M-10, 2018, 1, 755, 4524620, 327
TTZToLLNuNu_M-10, 2018, 1, 755, 4524643, 326
TTZToLLNuNu_M-10, 2018, 1, 755, 4524898, 322
TTZToQQ, 2018, 1, 1252, 2256909, 339
TTZToLLNuNu_M-10, 2018, 1, 755, 4526505, 373
ttHTobb_M125, 2018, 1, 1237, 2473905, 308
TTZToLLNuNu_M-10, 2018, 1, 913, 5472191, 412
TTZToLLNuNu_M-10, 2018, 1, 913, 5472904, 405
TTZToLLNuNu_M-10, 2018, 1, 925, 5545579, 310
TTZToLLNuNu_M-10, 2018, 1, 925, 5547259, 337
TTZToLLNuNu_M-10, 2018, 1, 925, 5547351, 391
TTZToLLNuNu_M-10, 2018, 1, 942, 5647183, 332
TTWJetsToLNu, 2018, 1, 257, 1243989, 307
TTWJetsToLNu, 2018, 1, 257, 1244794, 305
TTZToLLNuNu_M-10, 2018, 1, 437, 2618268, 316
TTZToLLNuNu_M-10, 2018, 1, 437, 2619296, 304
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 42277, 58130527, 465
TTZToLLNuNu_M-10, 2018, 1, 437, 2621804, 425
TTZToLLNuNu_M-10, 2018, 1, 454, 2721022, 311
TTGJets, 2018, 1, 3185, 5362298, 319
TTZToLLNuNu_M-10, 2018, 1, 2030, 12176261, 328
TTZToLLNuNu_M-10, 2018, 1, 2030, 12176991, 376
TTZToLLNuNu_M-10, 2018, 1, 2030, 12178144, 315
TTZToLLNuNu_M-10, 2018, 1, 1743, 10452786, 312
TTZToLLNuNu_M-10, 2018, 1, 1743, 10453058, 361
TTWJetsToLNu, 2018, 1, 1181, 5728631, 475
TTZToLLNuNu_M-10, 2018, 1, 1743, 10454678, 332
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 45193, 63450322, 341
TTWJetsToLNu, 2018, 1, 1235, 5990571, 359
TTZToQQ, 2018, 1, 1604, 2608964, 305
TTZToLLNuNu_M-10, 2018, 1, 1867, 11196194, 534
TTZToLLNuNu_M-10, 2018, 1, 1867, 11196683, 393
TTZToLLNuNu_M-10, 2018, 1, 1867, 11196880, 317
TTZToLLNuNu_M-10, 2018, 1, 1867, 11200509, 318
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 46983, 64600880, 318
TTZToLLNuNu_M-10, 2018, 1, 2141, 12841228, 389
TTZToLLNuNu_M-10, 2018, 1, 2141, 12841345, 539
TTZToLLNuNu_M-10, 2018, 1, 2141, 12842663, 376
TTZToLLNuNu_M-10, 2018, 1, 2141, 12844311, 355
TTZToLLNuNu_M-10, 2018, 1, 2141, 12844831, 352
TTZToLLNuNu_M-10, 2018, 1, 2141, 12845285, 441
TTZToLLNuNu_M-10, 2018, 1, 2141, 12845729, 429
TTZToLLNuNu_M-10, 2018, 1, 977, 5856092, 396
TTWJetsToLNu, 2018, 1, 489, 2373437, 697
TTZToLLNuNu_M-10, 2018, 1, 977, 5860380, 345
TTZToLLNuNu_M-10, 2018, 1, 899, 5388276, 499
TTZToLLNuNu_M-10, 2018, 1, 899, 5389392, 398
ttHTobb_M125, 2018, 1, 1369, 2737626, 308
TTZToLLNuNu_M-10, 2018, 1, 899, 5390925, 394
TTZToLLNuNu_M-10, 2018, 1, 899, 5392711, 395
TTWJetsToLNu, 2018, 1, 714, 3465687, 430
TTZToLLNuNu_M-10, 2018, 1, 943, 5654574, 340
TTZToQQ, 2018, 1, 2872, 3876970, 388
TTWJetsToLNu, 2018, 1, 993, 4815227, 415
TTZToLLNuNu_M-10, 2018, 1, 943, 5657405, 484
TTWJetsToLNu, 2018, 1, 1272, 6170278, 307
TTJets_DiLept_genMET-80, 2018, 1, 439564, 442640130, 308
TTZToLLNuNu_M-10, 2018, 1, 1631, 9782653, 381
TTZToLLNuNu_M-10, 2018, 1, 1631, 9782893, 431
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 208777, 293122134, 316
TTZToLLNuNu_M-10, 2018, 1, 1631, 9783658, 441
TTWJetsToLNu, 2018, 1, 524, 2542754, 389
TTZToLLNuNu_M-10, 2018, 1, 1631, 9785261, 356
TTZToLLNuNu_M-10, 2018, 1, 389, 2329476, 367
TTWJetsToLNu, 2018, 1, 1557, 7553156, 377
TTZToLLNuNu_M-10, 2018, 1, 677, 4056198, 314
TTWJetsToLNu, 2018, 1, 1465, 7107004, 350
TTGJets, 2018, 1, 1900, 3198171, 421
TTZToLLNuNu_M-10, 2018, 1, 677, 4058049, 476
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 338722, 475564436, 384
TTWJetsToLNu, 2018, 1, 1567, 7604626, 337
TTJets_DiLept_genMET-80, 2018, 1, 458415, 461623269, 334
TTZToLLNuNu_M-10, 2018, 1, 677, 4060969, 402
TTZToLLNuNu_M-10, 2018, 1, 677, 4061532, 321
TTZToLLNuNu_M-10, 2018, 1, 660, 3954198, 368
TTZToLLNuNu_M-10, 2018, 1, 660, 3954536, 444
TTZToLLNuNu_M-10, 2018, 1, 660, 3958127, 374
TTZToLLNuNu_M-10, 2018, 1, 660, 3958423, 332
TTZToLLNuNu_M-10, 2018, 1, 660, 3958514, 311
TTZToLLNuNu_M-10, 2018, 1, 660, 3959335, 365
TTZToLLNuNu_M-10, 2018, 1, 948, 5682015, 397
TTZToLLNuNu_M-10, 2018, 1, 948, 5683071, 355
TTZToLLNuNu_M-10, 2018, 1, 948, 5683193, 460
TTZToLLNuNu_M-10, 2018, 1, 948, 5686680, 390
TTWJetsToLNu, 2018, 1, 1641, 7961807, 353
TTWJetsToLNu, 2018, 1, 1641, 7963636, 313
TTZToLLNuNu_M-10, 2018, 1, 2300, 13794532, 319
TTZToLLNuNu_M-10, 2018, 1, 2300, 13795492, 319
TTZToQQ, 2018, 1, 4921, 4914507, 337
TTZToLLNuNu_M-10, 2018, 1, 2300, 13798641, 310
TTZToLLNuNu_M-10, 2018, 1, 1616, 9690528, 443
TTWJetsToLNu, 2018, 1, 494, 2394530, 339
TTWJetsToLNu, 2018, 1, 1112, 5393543, 537
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 264000, 370655273, 378
TTZToLLNuNu_M-10, 2018, 1, 414, 2480168, 312
ttHTobb_M125, 2018, 1, 1734, 3466060, 320
TTJets_DiLept, 2018, 1, 178726, 69524168, 350
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 22789, 31334455, 334
TTZToLLNuNu_M-10, 2018, 1, 1863, 11172743, 535
TTZToLLNuNu_M-10, 2018, 1, 1863, 11175372, 335
TTZToLLNuNu_M-10, 2018, 1, 734, 4398473, 563
TTZToQQ, 2018, 1, 5150, 5143952, 317
TTZToLLNuNu_M-10, 2018, 1, 734, 4402472, 497
TTZToLLNuNu_M-10, 2018, 1, 734, 4403340, 343
TTZToLLNuNu_M-10, 2018, 1, 734, 4403378, 595
TTZToLLNuNu_M-10, 2018, 1, 759, 4548512, 465
TTZToLLNuNu_M-10, 2018, 1, 759, 4549208, 325
TTZToLLNuNu_M-10, 2018, 1, 759, 4549325, 324
TTGJets, 2018, 1, 3887, 6545310, 300
TTZToLLNuNu_M-10, 2018, 1, 1306, 7830433, 428
TTZToLLNuNu_M-10, 2018, 1, 1306, 7830510, 560
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 100089, 140523739, 314
TTZToLLNuNu_M-10, 2018, 1, 1378, 8262773, 390
TTJets_DiLept_genMET-80, 2018, 1, 204370, 205800584, 333
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 473767, 665167969, 318
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 2489, 3421023, 309
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 2490, 3423477, 347
