# SampleName, Year, RunNumber, LumiBlockNumber, EventNumber, MET
DATA, 2017, 305406, 1013, 1748588111, 544
DATA, 2017, 306459, 1439, 1740518440, 312
DATA, 2017, 305351, 647, 1014068809, 315
DATA, 2017, 305044, 83, 135722041, 327
DATA, 2017, 305377, 916, 1700322220, 498
DATA, 2017, 305766, 310, 524168814, 311
DATA, 2017, 305112, 124, 122778175, 308
DATA, 2017, 306154, 487, 808682690, 371
DATA, 2017, 305112, 214, 294904787, 470
DATA, 2017, 305237, 983, 1851604564, 302
DATA, 2017, 305862, 225, 307827115, 319
