#mNLSP mLSP boostEff resEff totalEff   bin1Eff   bin2Eff   bin3Eff   bin4Eff   bin5Eff   bin6Eff   bin7Eff   bin8Eff   bin9Eff  bin10Eff  bin11Eff  bin12Eff  bin13Eff  bin14Eff  bin15Eff  bin16Eff  bin17Eff  bin18Eff  bin19Eff  bin20Eff  bin21Eff  bin22Eff
600 425 0.0002803 0.0108283 0.0111087 0.0002260 0.0002278 0.0000511 0.0000180 0.0006791 0.0006082 0.0001399 0.0000151 0.0012292 0.0014929 0.0001617 0.0000631 0.0025316 0.0027083 0.0004935 0.0001829 0.0001317 0.0000552 0.0000136 0.0000799 0.0000000 0.0000000
600 450 0.0000561 0.0041529 0.0042090 0.0000573 0.0000523 0.0000015 0.0000090 0.0001947 0.0001342 0.0000201 0.0000471 0.0006226 0.0005155 0.0000976 0.0000322 0.0011935 0.0009422 0.0001627 0.0000702 0.0000365 0.0000153 0.0000000 0.0000042 0.0000000 0.0000000
600 475 0.0000127 0.0011745 0.0011872 0.0000114 0.0000125 0.0000029 0.0000061 0.0000286 0.0000180 0.0000318 0.0000076 0.0001742 0.0001844 0.0000370 0.0000301 0.0002217 0.0002883 0.0000801 0.0000398 0.0000051 0.0000025 0.0000000 0.0000051 0.0000000 0.0000000
600 50 0.0200254 0.0669286 0.0869541 0.0007116 0.0022819 0.0022982 0.0033721 0.0021710 0.0069534 0.0072101 0.0101710 0.0004414 0.0017755 0.0024111 0.0043406 0.0011135 0.0048293 0.0059689 0.0108791 0.0034559 0.0010789 0.0002625 0.0112471 0.0033548 0.0006261
625 450 0.0002814 0.0120538 0.0123352 0.0002410 0.0002436 0.0000575 0.0000194 0.0007380 0.0006058 0.0001039 0.0000304 0.0013909 0.0017603 0.0003740 0.0000994 0.0027867 0.0028895 0.0005668 0.0001467 0.0001376 0.0000414 0.0000114 0.0000848 0.0000062 0.0000000
625 475 0.0000641 0.0040419 0.0041060 0.0000660 0.0000415 0.0000024 0.0000105 0.0001727 0.0001249 0.0000366 0.0000164 0.0006217 0.0004421 0.0000869 0.0000404 0.0011772 0.0009633 0.0001751 0.0000643 0.0000321 0.0000041 0.0000072 0.0000207 0.0000000 0.0000000
625 500 0.0000248 0.0011521 0.0011769 0.0000018 0.0000089 0.0000069 0.0000000 0.0000196 0.0000315 0.0000105 0.0000046 0.0001779 0.0001836 0.0000459 0.0000312 0.0002720 0.0002106 0.0000870 0.0000601 0.0000062 0.0000062 0.0000000 0.0000114 0.0000010 0.0000000
650 100 0.0247427 0.0693144 0.0940570 0.0007024 0.0022440 0.0024324 0.0045318 0.0020448 0.0065806 0.0073897 0.0131420 0.0004301 0.0018970 0.0022346 0.0045330 0.0008748 0.0038031 0.0053874 0.0110866 0.0039248 0.0017104 0.0003636 0.0132691 0.0045744 0.0009003
650 150 0.0223226 0.0675139 0.0898365 0.0006979 0.0021554 0.0021399 0.0039280 0.0019584 0.0067137 0.0071371 0.0113795 0.0003870 0.0016950 0.0024628 0.0044242 0.0010347 0.0045614 0.0059265 0.0109125 0.0036728 0.0015674 0.0003737 0.0122033 0.0038696 0.0006357
650 200 0.0172742 0.0671993 0.0844736 0.0006632 0.0023255 0.0023114 0.0032639 0.0021553 0.0068550 0.0074813 0.0094661 0.0005362 0.0020414 0.0027859 0.0039397 0.0011384 0.0049911 0.0063002 0.0109449 0.0030458 0.0009818 0.0002382 0.0096315 0.0029731 0.0004038
650 250 0.0131375 0.0637242 0.0768617 0.0006697 0.0021356 0.0025236 0.0022312 0.0023326 0.0068044 0.0070267 0.0068472 0.0006026 0.0021783 0.0029587 0.0039942 0.0013193 0.0057235 0.0075193 0.0088575 0.0025192 0.0006909 0.0001643 0.0079311 0.0016276 0.0002044
650 300 0.0086960 0.0577417 0.0664377 0.0007666 0.0020992 0.0020878 0.0013406 0.0024042 0.0067338 0.0058323 0.0039755 0.0006746 0.0026804 0.0034603 0.0026786 0.0016166 0.0066514 0.0077206 0.0070190 0.0018909 0.0003260 0.0001605 0.0054371 0.0007850 0.0000966
650 350 0.0049405 0.0507835 0.0557240 0.0006882 0.0019459 0.0013932 0.0004946 0.0021107 0.0063058 0.0047698 0.0014178 0.0009043 0.0033106 0.0036460 0.0018461 0.0022987 0.0079658 0.0078484 0.0038376 0.0012289 0.0003022 0.0000527 0.0030082 0.0003273 0.0000213
650 400 0.0017292 0.0389413 0.0406704 0.0006228 0.0014236 0.0005385 0.0000680 0.0020147 0.0044533 0.0017977 0.0003747 0.0012684 0.0042362 0.0025283 0.0005567 0.0028002 0.0096592 0.0053028 0.0012962 0.0005267 0.0001455 0.0000351 0.0009329 0.0000890 0.0000000
650 450 0.0004915 0.0211386 0.0216302 0.0004487 0.0006166 0.0000649 0.0000295 0.0012361 0.0016605 0.0002943 0.0000818 0.0013830 0.0031148 0.0006272 0.0001458 0.0034080 0.0064330 0.0012767 0.0003178 0.0001906 0.0000765 0.0000163 0.0001705 0.0000376 0.0000000
650 475 0.0002545 0.0113531 0.0116077 0.0001892 0.0002142 0.0000319 0.0000110 0.0006840 0.0006487 0.0000773 0.0001021 0.0013690 0.0014872 0.0002332 0.0000729 0.0028476 0.0027884 0.0004477 0.0001487 0.0001154 0.0000614 0.0000150 0.0000627 0.0000000 0.0000000
650 500 0.0000828 0.0044353 0.0045181 0.0000550 0.0000507 0.0000032 0.0000107 0.0002283 0.0001360 0.0000406 0.0000170 0.0006361 0.0005545 0.0001342 0.0000405 0.0012220 0.0010450 0.0001651 0.0000965 0.0000539 0.0000125 0.0000000 0.0000163 0.0000000 0.0000000
650 50 0.0251163 0.0707498 0.0958661 0.0006690 0.0021527 0.0024607 0.0047016 0.0021530 0.0069501 0.0075501 0.0137035 0.0003305 0.0014158 0.0022135 0.0044608 0.0008509 0.0038723 0.0054413 0.0118240 0.0035436 0.0018596 0.0004690 0.0127375 0.0054709 0.0010358
650 525 0.0000313 0.0013076 0.0013389 0.0000239 0.0000392 0.0000000 0.0000033 0.0000520 0.0000541 0.0000189 0.0000183 0.0001936 0.0001891 0.0000363 0.0000121 0.0002255 0.0002688 0.0000846 0.0000879 0.0000063 0.0000075 0.0000013 0.0000113 0.0000000 0.0000050
675 500 0.0002119 0.0115451 0.0117570 0.0002095 0.0001936 0.0000343 0.0000191 0.0006862 0.0006102 0.0001074 0.0000687 0.0013123 0.0017601 0.0002540 0.0000525 0.0028651 0.0027311 0.0004637 0.0001774 0.0001029 0.0000439 0.0000121 0.0000530 0.0000000 0.0000000
675 525 0.0001045 0.0041973 0.0043017 0.0000465 0.0000587 0.0000046 0.0000050 0.0001525 0.0001217 0.0000173 0.0000252 0.0006389 0.0004440 0.0001104 0.0000686 0.0011936 0.0009207 0.0002713 0.0001182 0.0000545 0.0000182 0.0000045 0.0000242 0.0000030 0.0000000
675 550 0.0000257 0.0012709 0.0012966 0.0000079 0.0000070 0.0000094 0.0000077 0.0000234 0.0000251 0.0000155 0.0000130 0.0001691 0.0002029 0.0000540 0.0000282 0.0002416 0.0002848 0.0000794 0.0001017 0.0000061 0.0000000 0.0000121 0.0000076 0.0000000 0.0000000
700 100 0.0318655 0.0710739 0.1029394 0.0005380 0.0019809 0.0024167 0.0059450 0.0020020 0.0062502 0.0069780 0.0170181 0.0004147 0.0015351 0.0017963 0.0046578 0.0007220 0.0032015 0.0045960 0.0110217 0.0040655 0.0025969 0.0006242 0.0149373 0.0079582 0.0016834
700 150 0.0294869 0.0707933 0.1002803 0.0005940 0.0020978 0.0021847 0.0056718 0.0020351 0.0064376 0.0071202 0.0159184 0.0003401 0.0013762 0.0019694 0.0044208 0.0008140 0.0032391 0.0048819 0.0116923 0.0042876 0.0024350 0.0005478 0.0140073 0.0069937 0.0012157
700 200 0.0247844 0.0703404 0.0951249 0.0007420 0.0022219 0.0022847 0.0047316 0.0021474 0.0068805 0.0070907 0.0135917 0.0003282 0.0016079 0.0022354 0.0046675 0.0008362 0.0039358 0.0054385 0.0116003 0.0038490 0.0017871 0.0003858 0.0126788 0.0051775 0.0009063
700 250 0.0198691 0.0685379 0.0884070 0.0007520 0.0021993 0.0022932 0.0037091 0.0022176 0.0071317 0.0075568 0.0107219 0.0004604 0.0019804 0.0027020 0.0042477 0.0010611 0.0046886 0.0059744 0.0108418 0.0033139 0.0011228 0.0002693 0.0109045 0.0036961 0.0005623
700 300 0.0142658 0.0668339 0.0810996 0.0008198 0.0023024 0.0020763 0.0027531 0.0023441 0.0067940 0.0069816 0.0082340 0.0005197 0.0022829 0.0028624 0.0038117 0.0013616 0.0056630 0.0075661 0.0104612 0.0024914 0.0009245 0.0001656 0.0085696 0.0018271 0.0002875
700 350 0.0096597 0.0609130 0.0705727 0.0006853 0.0022415 0.0020834 0.0016157 0.0025158 0.0066717 0.0066159 0.0043043 0.0006298 0.0029683 0.0032369 0.0031119 0.0016347 0.0066610 0.0082043 0.0077321 0.0019309 0.0004586 0.0001237 0.0060291 0.0010100 0.0001074
700 400 0.0049227 0.0527197 0.0576424 0.0007773 0.0019629 0.0014694 0.0005313 0.0022809 0.0064887 0.0046810 0.0016050 0.0007514 0.0034402 0.0037063 0.0020033 0.0020579 0.0079504 0.0088103 0.0042035 0.0012848 0.0002857 0.0000528 0.0028917 0.0003621 0.0000455
700 450 0.0019199 0.0414337 0.0433537 0.0006739 0.0014794 0.0007990 0.0001836 0.0020679 0.0045869 0.0019615 0.0003847 0.0011561 0.0044617 0.0027273 0.0005699 0.0028143 0.0101651 0.0059365 0.0014658 0.0004877 0.0001783 0.0000291 0.0010701 0.0001419 0.0000127
700 500 0.0004550 0.0226803 0.0231353 0.0004248 0.0006259 0.0001500 0.0000075 0.0012968 0.0017198 0.0003771 0.0001289 0.0015842 0.0035057 0.0006921 0.0001732 0.0034967 0.0065383 0.0015739 0.0003855 0.0001838 0.0000601 0.0000437 0.0001601 0.0000073 0.0000000
700 50 0.0337799 0.0705508 0.1043307 0.0006404 0.0021289 0.0020737 0.0058440 0.0018159 0.0062393 0.0069234 0.0178340 0.0002709 0.0011833 0.0019001 0.0044027 0.0007179 0.0030144 0.0042755 0.0112863 0.0043258 0.0025278 0.0006315 0.0155524 0.0087862 0.0019563
700 525 0.0002784 0.0120646 0.0123430 0.0002225 0.0002535 0.0000155 0.0000028 0.0006923 0.0005690 0.0001032 0.0000409 0.0014267 0.0016156 0.0002396 0.0000427 0.0030320 0.0031091 0.0005141 0.0001851 0.0001092 0.0000400 0.0000218 0.0001056 0.0000018 0.0000000
700 550 0.0001092 0.0043553 0.0044645 0.0000669 0.0000651 0.0000020 0.0000131 0.0002068 0.0001706 0.0000528 0.0000235 0.0006795 0.0005141 0.0001041 0.0000341 0.0010910 0.0009902 0.0002236 0.0001180 0.0000601 0.0000255 0.0000073 0.0000164 0.0000000 0.0000000
700 575 0.0000382 0.0012766 0.0013149 0.0000049 0.0000001 0.0000054 0.0000044 0.0000220 0.0000135 0.0000042 0.0000065 0.0001766 0.0002225 0.0000441 0.0000418 0.0002626 0.0003221 0.0000974 0.0000486 0.0000182 0.0000055 0.0000073 0.0000073 0.0000000 0.0000000
725 550 0.0002964 0.0120053 0.0123017 0.0002394 0.0002432 0.0000562 0.0000038 0.0006315 0.0005971 0.0001544 0.0000364 0.0013951 0.0017048 0.0002946 0.0000938 0.0028722 0.0028941 0.0005918 0.0001970 0.0001220 0.0000436 0.0000305 0.0000981 0.0000022 0.0000000
725 575 0.0001264 0.0044357 0.0045621 0.0000382 0.0000589 0.0000156 0.0000033 0.0001696 0.0001437 0.0000494 0.0000198 0.0006315 0.0005449 0.0001135 0.0000431 0.0011854 0.0010131 0.0002389 0.0001671 0.0000610 0.0000283 0.0000131 0.0000174 0.0000065 0.0000000
725 600 0.0000392 0.0013065 0.0013458 0.0000038 0.0000025 0.0000000 0.0000000 0.0000304 0.0000400 0.0000143 0.0000178 0.0001885 0.0001581 0.0000528 0.0000313 0.0003000 0.0002801 0.0000879 0.0000988 0.0000153 0.0000087 0.0000087 0.0000065 0.0000000 0.0000000
750 100 0.0404161 0.0709780 0.1113941 0.0006096 0.0019327 0.0021933 0.0065970 0.0018178 0.0056515 0.0065487 0.0202367 0.0002365 0.0011113 0.0014440 0.0044008 0.0006311 0.0026523 0.0036417 0.0112730 0.0049005 0.0031343 0.0009988 0.0170971 0.0113174 0.0029679
750 150 0.0357029 0.0724074 0.1081103 0.0006879 0.0018969 0.0021224 0.0064417 0.0019552 0.0059066 0.0072094 0.0195477 0.0003346 0.0011857 0.0017515 0.0045442 0.0006274 0.0027681 0.0040322 0.0113959 0.0044453 0.0027286 0.0006815 0.0158278 0.0096319 0.0023878
750 200 0.0327402 0.0712963 0.1040365 0.0006392 0.0018857 0.0023559 0.0057837 0.0019581 0.0063617 0.0071411 0.0174292 0.0002733 0.0014229 0.0020129 0.0044526 0.0007334 0.0030600 0.0043775 0.0114093 0.0042372 0.0024398 0.0007517 0.0148315 0.0087996 0.0016803
750 250 0.0283833 0.0716314 0.1000147 0.0006464 0.0020917 0.0022644 0.0051206 0.0020665 0.0064996 0.0074134 0.0157674 0.0003330 0.0014994 0.0019761 0.0045325 0.0008183 0.0037521 0.0050256 0.0118244 0.0040707 0.0020627 0.0004526 0.0140460 0.0065210 0.0012303
750 300 0.0220288 0.0708169 0.0928457 0.0007149 0.0023075 0.0024081 0.0044826 0.0021600 0.0069757 0.0074664 0.0131189 0.0004060 0.0016584 0.0023588 0.0044961 0.0010379 0.0043307 0.0056379 0.0112567 0.0035297 0.0013266 0.0003616 0.0120406 0.0041852 0.0005853
750 350 0.0165041 0.0688713 0.0853754 0.0007736 0.0023733 0.0024434 0.0030084 0.0022774 0.0073049 0.0074238 0.0096738 0.0005266 0.0021458 0.0028246 0.0043245 0.0011946 0.0050727 0.0069516 0.0105525 0.0029523 0.0010040 0.0002809 0.0092808 0.0026375 0.0003485
750 400 0.0104825 0.0637404 0.0742229 0.0007028 0.0021838 0.0022437 0.0017432 0.0022659 0.0068051 0.0065246 0.0054699 0.0007000 0.0029726 0.0035188 0.0034576 0.0016894 0.0066895 0.0081591 0.0086140 0.0020939 0.0005905 0.0001821 0.0062297 0.0012433 0.0001431
750 450 0.0051632 0.0552423 0.0604055 0.0006759 0.0020163 0.0017102 0.0007479 0.0023658 0.0061953 0.0046672 0.0021213 0.0009388 0.0034605 0.0037321 0.0020016 0.0021443 0.0082185 0.0091077 0.0051390 0.0012641 0.0002705 0.0000754 0.0031552 0.0003798 0.0000182
750 500 0.0019951 0.0409686 0.0429636 0.0005992 0.0014947 0.0007587 0.0002218 0.0019599 0.0047594 0.0021028 0.0004296 0.0011584 0.0042170 0.0028313 0.0007043 0.0027417 0.0092700 0.0060496 0.0016702 0.0006139 0.0001431 0.0000546 0.0010717 0.0000962 0.0000156
750 50 0.0416828 0.0713230 0.1130059 0.0005063 0.0017963 0.0022324 0.0071204 0.0018173 0.0057778 0.0066897 0.0209303 0.0002463 0.0010027 0.0014503 0.0040526 0.0006328 0.0025616 0.0034706 0.0110357 0.0049239 0.0035141 0.0011497 0.0169280 0.0117570 0.0034101
750 550 0.0004838 0.0225829 0.0230667 0.0004627 0.0006215 0.0001760 0.0000389 0.0012124 0.0018125 0.0003667 0.0001030 0.0015219 0.0032166 0.0008082 0.0002000 0.0032688 0.0069011 0.0014382 0.0004343 0.0002159 0.0000806 0.0000182 0.0001431 0.0000260 0.0000000
750 575 0.0002835 0.0119319 0.0122154 0.0002011 0.0001577 0.0000333 0.0000206 0.0005944 0.0005474 0.0000843 0.0000600 0.0014361 0.0017055 0.0002511 0.0001166 0.0027097 0.0031237 0.0007089 0.0001813 0.0001118 0.0000338 0.0000234 0.0001144 0.0000000 0.0000000
750 600 0.0001092 0.0042907 0.0044000 0.0000600 0.0000580 0.0000042 0.0000034 0.0001709 0.0001232 0.0000219 0.0000346 0.0006800 0.0005814 0.0000994 0.0000490 0.0010922 0.0010171 0.0002031 0.0000922 0.0000650 0.0000156 0.0000052 0.0000234 0.0000000 0.0000000
750 625 0.0000208 0.0013266 0.0013474 0.0000064 0.0000044 0.0000000 0.0000054 0.0000245 0.0000213 0.0000143 0.0000119 0.0001468 0.0001986 0.0000632 0.0000107 0.0002384 0.0003460 0.0001399 0.0000947 0.0000078 0.0000104 0.0000026 0.0000000 0.0000000 0.0000000
775 600 0.0002443 0.0122893 0.0125336 0.0002037 0.0002340 0.0000356 0.0000241 0.0007094 0.0006465 0.0001298 0.0000395 0.0015906 0.0017413 0.0003340 0.0000975 0.0026714 0.0030087 0.0005753 0.0002478 0.0000928 0.0000557 0.0000186 0.0000742 0.0000000 0.0000031
775 625 0.0001052 0.0045823 0.0046874 0.0000569 0.0000404 0.0000079 0.0000056 0.0001468 0.0001217 0.0000161 0.0000319 0.0006891 0.0006053 0.0001651 0.0000502 0.0012331 0.0010641 0.0002210 0.0001272 0.0000680 0.0000155 0.0000031 0.0000186 0.0000000 0.0000000
775 650 0.0000186 0.0012345 0.0012531 0.0000062 0.0000036 0.0000022 0.0000083 0.0000122 0.0000184 0.0000034 0.0000043 0.0002371 0.0001983 0.0000600 0.0000323 0.0002350 0.0002406 0.0001252 0.0000475 0.0000062 0.0000093 0.0000031 0.0000000 0.0000000 0.0000000
800 100 0.0474950 0.0711615 0.1186566 0.0005069 0.0017167 0.0021547 0.0077231 0.0016879 0.0055257 0.0064055 0.0231938 0.0002204 0.0008361 0.0011407 0.0042457 0.0005553 0.0020870 0.0032896 0.0098725 0.0047154 0.0037657 0.0018114 0.0180073 0.0141939 0.0050014
800 150 0.0454600 0.0722343 0.1176943 0.0005503 0.0016123 0.0021556 0.0073532 0.0016394 0.0060210 0.0065728 0.0231806 0.0001909 0.0007899 0.0013719 0.0039253 0.0005901 0.0023102 0.0034103 0.0105606 0.0051407 0.0038244 0.0012907 0.0178129 0.0132552 0.0041361
800 200 0.0405209 0.0736133 0.1141342 0.0006184 0.0019597 0.0020764 0.0073282 0.0017736 0.0058321 0.0068890 0.0217185 0.0002801 0.0011357 0.0014440 0.0047529 0.0006918 0.0028489 0.0036809 0.0105831 0.0043927 0.0032340 0.0011477 0.0167496 0.0116492 0.0033477
800 250 0.0363665 0.0731365 0.1095030 0.0006404 0.0019731 0.0023269 0.0065759 0.0019189 0.0062366 0.0069899 0.0199725 0.0003237 0.0012536 0.0017689 0.0045262 0.0006959 0.0028871 0.0039894 0.0110574 0.0045687 0.0028160 0.0008433 0.0158806 0.0099588 0.0022990
800 300 0.0295171 0.0738323 0.1033494 0.0006670 0.0021066 0.0024409 0.0057355 0.0021884 0.0065011 0.0072155 0.0176095 0.0002856 0.0014531 0.0017582 0.0048454 0.0008080 0.0033293 0.0048986 0.0119897 0.0041544 0.0023284 0.0006527 0.0137795 0.0072564 0.0013457
800 350 0.0237310 0.0726547 0.0963858 0.0006157 0.0021096 0.0024030 0.0048194 0.0021511 0.0066203 0.0079290 0.0145994 0.0003637 0.0016982 0.0021517 0.0048937 0.0010716 0.0039508 0.0056457 0.0116318 0.0038244 0.0018004 0.0004840 0.0121295 0.0048034 0.0006893
800 400 0.0171969 0.0689764 0.0861733 0.0006048 0.0022940 0.0023265 0.0036900 0.0023617 0.0068092 0.0072463 0.0099930 0.0005161 0.0019845 0.0025255 0.0044018 0.0011530 0.0049192 0.0066952 0.0114555 0.0032927 0.0010010 0.0002237 0.0097681 0.0025080 0.0004033
800 450 0.0103035 0.0641719 0.0744753 0.0007753 0.0021185 0.0022219 0.0019922 0.0022014 0.0068354 0.0067008 0.0061040 0.0006026 0.0024510 0.0031923 0.0037913 0.0014838 0.0059253 0.0082892 0.0094868 0.0021304 0.0006087 0.0001833 0.0062151 0.0009827 0.0001833
800 500 0.0056064 0.0563357 0.0619422 0.0007980 0.0018092 0.0016732 0.0007233 0.0023552 0.0067309 0.0054130 0.0022223 0.0008873 0.0033232 0.0035741 0.0023447 0.0018506 0.0081546 0.0091815 0.0052946 0.0012430 0.0003043 0.0000953 0.0035494 0.0003593 0.0000550
800 50 0.0503661 0.0715885 0.1219546 0.0005330 0.0018515 0.0021510 0.0085396 0.0017340 0.0056519 0.0063507 0.0232991 0.0002175 0.0008243 0.0012705 0.0039241 0.0004596 0.0020912 0.0030677 0.0096228 0.0050381 0.0039381 0.0019360 0.0184839 0.0149749 0.0059951
800 550 0.0021890 0.0422481 0.0444372 0.0006574 0.0016686 0.0007593 0.0001696 0.0019782 0.0048401 0.0021609 0.0005468 0.0012257 0.0040390 0.0029904 0.0007255 0.0027451 0.0096213 0.0064579 0.0016623 0.0005830 0.0001797 0.0000623 0.0012504 0.0001063 0.0000073
800 600 0.0004730 0.0233694 0.0238424 0.0004091 0.0005888 0.0000967 0.0000243 0.0011231 0.0016494 0.0003891 0.0001097 0.0016142 0.0037105 0.0007995 0.0001802 0.0033155 0.0073220 0.0015474 0.0004898 0.0001650 0.0000587 0.0000073 0.0002200 0.0000220 0.0000000
800 625 0.0002347 0.0124829 0.0127176 0.0002256 0.0001939 0.0000378 0.0000142 0.0006194 0.0006599 0.0000902 0.0000465 0.0013643 0.0018698 0.0002839 0.0000908 0.0028340 0.0034163 0.0005664 0.0001700 0.0001100 0.0000477 0.0000000 0.0000733 0.0000037 0.0000000
800 650 0.0001210 0.0043831 0.0045041 0.0000396 0.0000386 0.0000000 0.0000000 0.0000983 0.0000851 0.0000470 0.0000272 0.0006176 0.0006534 0.0001552 0.0000661 0.0011822 0.0010759 0.0002116 0.0000851 0.0000550 0.0000147 0.0000293 0.0000220 0.0000000 0.0000000
800 675 0.0000330 0.0013466 0.0013796 0.0000012 0.0000000 0.0000000 0.0000000 0.0000402 0.0000276 0.0000084 0.0000040 0.0001819 0.0002060 0.0000530 0.0000318 0.0002791 0.0003296 0.0000968 0.0000871 0.0000220 0.0000110 0.0000000 0.0000000 0.0000000 0.0000000
150 1 0.0000000 0.0000149 0.0000149 0.0000020 0.0000000 0.0000000 0.0000000 0.0000030 0.0000007 0.0000000 0.0000000 0.0000035 0.0000010 0.0000000 0.0000000 0.0000048 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000 0.0000000
175 1 0.0000068 0.0003199 0.0003267 0.0000153 0.0000101 0.0000000 0.0000000 0.0000706 0.0000325 0.0000013 0.0000000 0.0000506 0.0000077 0.0000000 0.0000000 0.0001143 0.0000175 0.0000000 0.0000000 0.0000035 0.0000000 0.0000000 0.0000032 0.0000000 0.0000000
200 1 0.0000119 0.0016277 0.0016396 0.0000674 0.0000356 0.0000076 0.0000000 0.0001808 0.0000810 0.0000090 0.0000000 0.0002677 0.0001031 0.0000000 0.0000000 0.0005853 0.0002775 0.0000129 0.0000000 0.0000082 0.0000000 0.0000000 0.0000037 0.0000000 0.0000000
225 1 0.0000446 0.0039466 0.0039912 0.0001174 0.0000885 0.0000123 0.0000006 0.0004015 0.0002320 0.0000470 0.0000085 0.0005389 0.0003527 0.0000432 0.0000000 0.0011902 0.0008187 0.0000892 0.0000059 0.0000256 0.0000010 0.0000000 0.0000168 0.0000013 0.0000000
250 1 0.0001151 0.0077928 0.0079080 0.0002725 0.0001708 0.0000171 0.0000064 0.0007399 0.0006013 0.0000501 0.0000082 0.0010301 0.0007891 0.0000892 0.0000050 0.0020608 0.0016318 0.0002914 0.0000292 0.0000345 0.0000054 0.0000000 0.0000739 0.0000013 0.0000000
275 1 0.0003150 0.0125850 0.0129000 0.0003775 0.0003702 0.0000525 0.0000111 0.0012065 0.0011176 0.0001497 0.0000416 0.0012422 0.0014264 0.0001760 0.0000262 0.0028269 0.0028661 0.0005788 0.0001156 0.0000829 0.0000128 0.0000000 0.0002124 0.0000070 0.0000000
300 1 0.0004836 0.0174923 0.0179759 0.0005257 0.0006087 0.0000811 0.0000218 0.0014778 0.0017274 0.0002226 0.0000550 0.0013305 0.0022863 0.0002942 0.0000645 0.0030445 0.0047201 0.0008066 0.0002255 0.0001743 0.0000189 0.0000019 0.0002811 0.0000073 0.0000000
325 1 0.0009668 0.0233814 0.0243481 0.0005721 0.0009643 0.0002089 0.0000214 0.0016900 0.0028759 0.0005575 0.0001060 0.0013107 0.0030855 0.0005998 0.0001763 0.0028977 0.0064753 0.0014809 0.0003590 0.0002292 0.0000289 0.0000047 0.0006545 0.0000482 0.0000012
350 1 0.0015449 0.0292440 0.0307889 0.0006358 0.0013023 0.0003188 0.0000496 0.0018556 0.0037871 0.0009507 0.0001941 0.0012198 0.0036667 0.0011279 0.0002670 0.0026736 0.0081476 0.0024880 0.0005593 0.0003604 0.0000462 0.0000079 0.0010831 0.0000472 0.0000000
375 1 0.0026917 0.0336917 0.0363834 0.0007041 0.0015459 0.0004998 0.0001069 0.0020686 0.0046131 0.0015433 0.0002745 0.0010773 0.0036602 0.0016705 0.0003743 0.0025202 0.0082914 0.0038632 0.0008784 0.0005672 0.0001020 0.0000173 0.0018729 0.0001242 0.0000081
400 1 0.0037822 0.0391639 0.0429460 0.0006933 0.0017163 0.0008774 0.0001550 0.0022753 0.0052883 0.0023259 0.0005386 0.0009728 0.0036511 0.0024395 0.0005683 0.0023013 0.0083210 0.0056718 0.0013680 0.0008217 0.0000966 0.0000187 0.0026108 0.0001990 0.0000354
425 1 0.0053985 0.0452017 0.0506002 0.0007240 0.0019661 0.0012213 0.0003055 0.0022865 0.0062594 0.0036222 0.0008426 0.0009613 0.0035215 0.0031339 0.0010945 0.0020616 0.0081274 0.0069296 0.0021444 0.0012208 0.0001249 0.0000213 0.0036959 0.0002999 0.0000357
450 1 0.0073652 0.0483715 0.0557368 0.0007093 0.0020932 0.0014412 0.0004682 0.0022338 0.0062808 0.0046095 0.0013004 0.0008952 0.0032846 0.0031741 0.0014578 0.0019542 0.0073548 0.0076831 0.0034314 0.0014677 0.0001883 0.0000346 0.0051486 0.0004588 0.0000672
475 1 0.0102321 0.0527154 0.0629475 0.0007321 0.0021509 0.0018088 0.0007046 0.0023017 0.0065774 0.0055018 0.0022511 0.0007231 0.0029079 0.0032808 0.0020331 0.0018892 0.0069526 0.0080396 0.0048608 0.0019743 0.0003160 0.0000567 0.0069503 0.0007944 0.0001405
500 1 0.0133460 0.0569696 0.0703156 0.0007738 0.0022924 0.0020820 0.0012443 0.0023228 0.0067067 0.0058607 0.0037459 0.0007233 0.0027520 0.0035031 0.0027597 0.0015884 0.0061684 0.0077940 0.0066522 0.0024516 0.0004061 0.0000822 0.0092312 0.0010221 0.0001528
525 1 0.0163865 0.0605395 0.0769260 0.0007232 0.0022836 0.0022233 0.0017239 0.0022489 0.0068732 0.0067330 0.0051108 0.0005826 0.0025272 0.0031872 0.0034625 0.0014061 0.0061701 0.0073721 0.0079118 0.0029775 0.0005375 0.0001297 0.0109829 0.0015634 0.0001957
550 1 0.0192555 0.0626116 0.0818671 0.0006726 0.0021989 0.0022460 0.0023244 0.0022087 0.0067071 0.0069841 0.0067060 0.0005315 0.0022400 0.0028940 0.0037665 0.0013307 0.0055313 0.0070821 0.0091877 0.0031284 0.0006409 0.0001774 0.0129452 0.0020404 0.0003233
575 1 0.0231888 0.0651923 0.0883811 0.0007345 0.0021366 0.0024133 0.0029056 0.0022030 0.0067690 0.0070090 0.0086308 0.0005040 0.0019306 0.0026679 0.0040979 0.0012521 0.0050952 0.0067141 0.0101288 0.0036813 0.0010163 0.0002504 0.0147630 0.0030000 0.0004777
600 1 0.0271718 0.0663706 0.0935424 0.0006950 0.0021071 0.0024007 0.0036393 0.0022344 0.0065792 0.0071730 0.0102633 0.0004780 0.0018344 0.0025372 0.0042643 0.0010438 0.0045606 0.0062764 0.0102839 0.0040506 0.0012998 0.0002820 0.0166502 0.0043182 0.0005709
