# SampleName, Year, RunNumber, LumiBlockNumber, EventNumber, MET
TTZToLLNuNu_M-10, 2016, 1, 2276, 430123, 305
TTZToLLNuNu_M-10, 2016, 1, 779, 147213, 445
TTZToLLNuNu_M-10, 2016, 1, 385, 72633, 449
TTZToLLNuNu_M-10, 2016, 1, 520, 98163, 376
TTZToLLNuNu_M-10, 2016, 1, 6288, 1188376, 362
TTZToLLNuNu_M-10, 2016, 1, 3418, 645907, 335
TTZToLLNuNu_M-10, 2016, 1, 7240, 1368271, 431
ZJetsToNuNu_HT-600To800, 2016, 1, 46870, 78115639, 363
TTZToLLNuNu_M-10, 2016, 1, 1954, 369167, 340
TTZToLLNuNu_M-10, 2016, 1, 700, 132142, 327
TTZToLLNuNu_M-10, 2016, 1, 8568, 1619187, 601
TTZToLLNuNu_M-10, 2016, 1, 10155, 1919214, 323
TTZToLLNuNu_M-10, 2016, 1, 6753, 1276237, 332
ZJetsToNuNu_HT-600To800, 2016, 1, 15473, 25788692, 363
ST_tW_antitop_5f_NoFullyHadronicDecays, 2016, 1, 17216, 2943770, 471
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 13050, 33407529, 385
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 403094, 1160910161, 353
TTZToLLNuNu_M-10, 2016, 1, 6100, 1152878, 325
TTZToLLNuNu_M-10, 2016, 1, 9163, 1731719, 754
WJetsToLNu_HT-800To1200, 2016, 1, 16526, 28465541, 409
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 376542, 1084440727, 312
TTZToLLNuNu_M-10, 2016, 1, 30235, 5230488, 331
TTZToLLNuNu_M-10, 2016, 1, 17220, 2978966, 541
TTZToLLNuNu_M-10, 2016, 1, 26678, 4615214, 426
TTZToLLNuNu_M-10, 2016, 1, 27496, 4756820, 503
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 199326, 574056089, 338
TTZToLLNuNu_M-10, 2016, 1, 25018, 4328133, 352
TTZToLLNuNu_M-10, 2016, 1, 11178, 1933759, 308
TTZToLLNuNu_M-10, 2016, 1, 7819, 1352518, 340
TTZToLLNuNu_M-10, 2016, 1, 9646, 1668759, 423
TTZToLLNuNu_M-10, 2016, 1, 14996, 2594217, 636
TTZToLLNuNu_M-10, 2016, 1, 12679, 2193347, 314
TTZToLLNuNu_M-10, 2016, 1, 7468, 1291921, 329
TTZToLLNuNu_M-10, 2016, 1, 14720, 2546488, 328
TTZToLLNuNu_M-10, 2016, 1, 10631, 1839057, 388
ZJetsToNuNu_HT-600To800, 2016, 1, 41453, 69087132, 405
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 140332, 359249802, 322
TTZToLLNuNu_M-10, 2016, 1, 12287, 2125693, 388
TTZToLLNuNu_M-10, 2016, 1, 14847, 2568485, 321
TTZToLLNuNu_M-10, 2016, 1, 11266, 1948892, 382
TTZToLLNuNu_M-10, 2016, 1, 14215, 2459157, 391
TTJets_SingleLeptFromT_genMET-150, 2016, 1, 319530, 920245955, 366
TTZToLLNuNu_M-10, 2016, 1, 18246, 3156473, 329
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 401317, 1027371138, 317
TTZToLLNuNu_M-10, 2016, 1, 27767, 4803603, 314
ZJetsToNuNu_HT-600To800, 2016, 1, 31258, 52095255, 348
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 37279, 95433771, 308
TTZToLLNuNu_M-10, 2016, 1, 24706, 4273982, 338
TTZToLLNuNu_M-10, 2016, 1, 23138, 4002914, 428
TTZToLLNuNu_M-10, 2016, 1, 28721, 4968719, 424
TTZToLLNuNu_M-10, 2016, 1, 18923, 3273553, 337
TTZToLLNuNu_M-10, 2016, 1, 4729, 817965, 314
TTZToLLNuNu_M-10, 2016, 1, 29143, 5041675, 333
TTJets_SingleLeptFromTbar_genMET-150, 2016, 1, 392290, 1004259928, 305
TTZToLLNuNu_M-10, 2016, 1, 3858, 667339, 359
TTZToLLNuNu_M-10, 2016, 1, 20151, 3486121, 359
