# SampleName, Year, RunNumber, LumiBlockNumber, EventNumber, MET
TTZToLLNuNu_M-10, 2018, 1, 660, 3954672, 387
TTZToLLNuNu_M-10, 2018, 1, 2300, 13794071, 361
TTZToQQ, 2018, 1, 7085, 7063369, 343
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 28800, 39599210, 303
ttHTobb_M125, 2018, 1, 1917, 3833131, 316
ttHTobb_M125, 2018, 1, 2162, 4322919, 337
ttHTobb_M125, 2018, 1, 3182, 6363741, 325
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 33704, 46342492, 391
TTZToLLNuNu_M-10, 2018, 1, 1308, 7847656, 387
ttHTobb_M125, 2018, 1, 927, 1853719, 371
ttHTobb_M125, 2018, 1, 788, 1575302, 334
ttHTobb_M125, 2018, 1, 2927, 5853628, 311
ttHTobb_M125, 2018, 1, 858, 1714302, 307
ttHTobb_M125, 2018, 1, 980, 1958145, 307
TTZToLLNuNu_M-10, 2018, 1, 1789, 10728570, 507
TTWJetsToLNu, 2018, 1, 956, 4636696, 348
TTZToLLNuNu_M-10, 2018, 1, 1046, 6273578, 396
TTWJetsToLNu, 2018, 1, 383, 1858989, 352
TTZToLLNuNu_M-10, 2018, 1, 1093, 6552027, 343
TTTT, 2018, 1, 627, 266732, 419
TTWJetsToLNu, 2018, 1, 1247, 6052346, 334
ttHTobb_M125, 2018, 1, 3633, 7265586, 338
TTZToLLNuNu_M-10, 2018, 1, 2028, 12167234, 338
ttHTobb_M125, 2018, 1, 4736, 9471503, 319
TTZToLLNuNu_M-10, 2018, 1, 2284, 13699587, 440
ttHTobb_M125, 2018, 1, 1582, 3163085, 331
TTZToLLNuNu_M-10, 2018, 1, 1065, 6387677, 365
TTWJetsToLNu, 2018, 1, 1464, 7105505, 457
TTZToLLNuNu_M-10, 2018, 1, 1227, 7360015, 454
TTWJetsToLNu, 2018, 1, 581, 2816756, 314
ttHTobb_M125, 2018, 1, 4120, 8239222, 313
ttHTobb_M125, 2018, 1, 2556, 5111347, 311
TTZToQQ, 2018, 1, 2983, 3987095, 368
TTZToLLNuNu_M-10, 2018, 1, 936, 5610233, 401
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 262532, 360980356, 395
ttHTobb_M125, 2018, 1, 1155, 2309764, 383
TTZToQQ, 2018, 1, 5210, 5203640, 312
TTZToLLNuNu_M-10, 2018, 1, 441, 2644017, 346
ttHTobb_M125, 2018, 1, 1657, 3313509, 319
TTZToLLNuNu_M-10, 2018, 1, 8, 45111, 392
ttHTobb_M125, 2018, 1, 1764, 3526780, 342
TTZToQQ, 2018, 1, 4275, 4268938, 308
TTZToQQ, 2018, 1, 4974, 4967209, 373
ttHTobb_M125, 2018, 1, 1903, 3804957, 342
ttHTobb_M125, 2018, 1, 2114, 4226197, 308
TTZToLLNuNu_M-10, 2018, 1, 816, 4894070, 310
TTZToLLNuNu_M-10, 2018, 1, 41, 243118, 372
TTZToLLNuNu_M-10, 2018, 1, 302, 1807181, 331
ttHTobb_M125, 2018, 1, 265, 529025, 361
TTWJetsToLNu, 2018, 1, 334, 1617067, 311
TTZToLLNuNu_M-10, 2018, 1, 824, 4940917, 396
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 9284, 13033628, 341
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 158071, 221930446, 316
TTZToQQ, 2018, 1, 2755, 3759275, 305
TTZToLLNuNu_M-10, 2018, 1, 120, 716217, 501
TTZToLLNuNu_M-10, 2018, 1, 120, 719318, 337
TTZToQQ, 2018, 1, 4322, 4315051, 450
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 238865, 328438707, 364
ttHTobb_M125, 2018, 1, 4994, 9987606, 337
TTZToLLNuNu_M-10, 2018, 1, 2308, 13843655, 386
TTTT, 2018, 1, 4257, 1813100, 359
TTZToLLNuNu_M-10, 2018, 1, 557, 3338135, 417
TTZToLLNuNu_M-10, 2018, 1, 940, 5634108, 415
TTZToLLNuNu_M-10, 2018, 1, 147, 878215, 434
ttHTobb_M125, 2018, 1, 2174, 4346938, 741
TTZToLLNuNu_M-10, 2018, 1, 251, 1504535, 353
TTZToLLNuNu_M-10, 2018, 1, 1968, 11806323, 387
TTZToLLNuNu_M-10, 2018, 1, 420, 2514135, 304
TTZToLLNuNu_M-10, 2018, 1, 920, 5514095, 393
TTZToLLNuNu_M-10, 2018, 1, 176, 1054295, 511
TTZToLLNuNu_M-10, 2018, 1, 176, 1054931, 350
ttHTobb_M125, 2018, 1, 3609, 7217364, 349
ttHTobb_M125, 2018, 1, 203, 405539, 383
TTZToQQ, 2018, 1, 8643, 8621417, 305
TTZToLLNuNu_M-10, 2018, 1, 763, 4574087, 455
ttHTobb_M125, 2018, 1, 380, 759574, 363
ttHTobb_M125, 2018, 1, 3016, 6030081, 376
TTZToQQ, 2018, 1, 4439, 4432604, 340
ttHTobb_M125, 2018, 1, 4786, 9570624, 373
ttHTobb_M125, 2018, 1, 2228, 4454789, 380
TTWJetsToLNu, 2018, 1, 991, 4806938, 346
TTZToLLNuNu_M-10, 2018, 1, 1636, 9811270, 548
ttHTobb_M125, 2018, 1, 2785, 5568207, 380
ttHTobb_M125, 2018, 1, 3949, 7896034, 320
TTZToQQ, 2018, 1, 8084, 8062626, 324
ttHTobb_M125, 2018, 1, 3637, 7272479, 306
ttHTobb_M125, 2018, 1, 2459, 4917737, 321
TTZToQQ, 2018, 1, 7697, 7675800, 307
ttHTobb_M125, 2018, 1, 2694, 5387359, 364
TTZToQQ, 2018, 1, 7275, 7253164, 315
TTZToLLNuNu_M-10, 2018, 1, 766, 4591676, 377
ttHTobb_M125, 2018, 1, 4283, 8565401, 317
TTZToLLNuNu_M-10, 2018, 1, 766, 4593087, 496
TTZToLLNuNu_M-10, 2018, 1, 1822, 10930685, 372
TTZToQQ, 2018, 1, 7264, 7242440, 332
TTWJetsToLNu, 2018, 1, 1664, 8076119, 449
TTWJetsToLNu, 2018, 1, 1539, 7465721, 405
ttHTobb_M125, 2018, 1, 4805, 9608944, 314
TTZToLLNuNu_M-10, 2018, 1, 640, 3834023, 332
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 780446, 1073112405, 318
TTZToLLNuNu_M-10, 2018, 1, 760, 4558916, 549
ttHTobb_M125, 2018, 1, 2581, 5160949, 375
TTZToLLNuNu_M-10, 2018, 1, 2271, 13622031, 695
TTZToLLNuNu_M-10, 2018, 1, 2065, 12385716, 418
TTZToLLNuNu_M-10, 2018, 1, 2065, 12389032, 345
TTZToLLNuNu_M-10, 2018, 1, 922, 5528328, 369
TTZToLLNuNu_M-10, 2018, 1, 922, 5528587, 342
TTZToLLNuNu_M-10, 2018, 1, 517, 3101667, 378
ttHTobb_M125, 2018, 1, 3518, 7034155, 333
TTZToLLNuNu_M-10, 2018, 1, 2064, 12382779, 307
TTZToLLNuNu_M-10, 2018, 1, 2088, 12522710, 352
TTZToLLNuNu_M-10, 2018, 1, 2088, 12526079, 327
ttHTobb_M125, 2018, 1, 2605, 5208459, 387
TTZToQQ, 2018, 1, 6214, 6213216, 341
TTZToLLNuNu_M-10, 2018, 1, 2076, 12454059, 350
TTZToLLNuNu_M-10, 2018, 1, 2316, 13895165, 415
ttHTobb_M125, 2018, 1, 4403, 8805868, 307
TTZToLLNuNu_M-10, 2018, 1, 1162, 6969456, 309
TTZToQQ, 2018, 1, 5709, 5702305, 409
TTZToLLNuNu_M-10, 2018, 1, 537, 3220204, 418
ttHTobb_M125, 2018, 1, 417, 832833, 393
ttHTobb_M125, 2018, 1, 1572, 3142224, 326
TTZToLLNuNu_M-10, 2018, 1, 796, 4773189, 455
ttHTobb_M125, 2018, 1, 286, 571018, 412
TTJets_DiLept_genMET-80, 2018, 1, 44316, 44625446, 328
ttHTobb_M125, 2018, 1, 768, 1534227, 351
ttHTobb_M125, 2018, 1, 3164, 6327506, 303
TTZToQQ, 2018, 1, 812, 1816443, 359
ttHTobb_M125, 2018, 1, 2948, 5894638, 370
ttHTobb_M125, 2018, 1, 2894, 5786338, 305
ttHTobb_M125, 2018, 1, 2917, 5832043, 417
ttHTobb_M125, 2018, 1, 4381, 8760385, 317
TTZToLLNuNu_M-10, 2018, 1, 29, 172796, 368
TTZToLLNuNu_M-10, 2018, 1, 29, 173585, 321
TTZToLLNuNu_M-10, 2018, 1, 404, 2418821, 340
TTZToQQ, 2018, 1, 744, 743631, 320
TTZToQQ, 2018, 1, 24, 23311, 344
TTZToLLNuNu_M-10, 2018, 1, 244, 1462349, 349
TTZToLLNuNu_M-10, 2018, 1, 853, 5117659, 310
TTZToLLNuNu_M-10, 2018, 1, 1814, 10880549, 402
ttHTobb_M125, 2018, 1, 1509, 3016864, 478
ttHTobb_M125, 2018, 1, 527, 1052632, 344
TTZToQQ, 2018, 1, 607, 606131, 430
TTZToLLNuNu_M-10, 2018, 1, 1080, 6479982, 309
TTZToLLNuNu_M-10, 2018, 1, 693, 4155905, 503
TTZToLLNuNu_M-10, 2018, 1, 240, 1436566, 303
ttHTobb_M125, 2018, 1, 4190, 8379048, 393
TTZToLLNuNu_M-10, 2018, 1, 1074, 6443830, 418
TTZToLLNuNu_M-10, 2018, 1, 2056, 12331184, 333
ttHTobb_M125, 2018, 1, 3750, 7499998, 333
TTZToLLNuNu_M-10, 2018, 1, 189, 1132770, 302
TTZToLLNuNu_M-10, 2018, 1, 222, 1330804, 514
ttHTobb_M125, 2018, 1, 67, 133427, 370
ttHTobb_M125, 2018, 1, 69, 137256, 327
TTZToLLNuNu_M-10, 2018, 1, 185, 1106515, 361
TTZToLLNuNu_M-10, 2018, 1, 978, 5862631, 336
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 713309, 980799491, 355
TTZToLLNuNu_M-10, 2018, 1, 2304, 13818774, 304
ttHTobb_M125, 2018, 1, 4065, 8129136, 351
TTZToLLNuNu_M-10, 2018, 1, 1967, 11799366, 423
ttHTobb_M125, 2018, 1, 3332, 6663215, 312
TTZToLLNuNu_M-10, 2018, 1, 2298, 13784540, 591
TTJets_DiLept_genMET-80, 2018, 1, 398186, 400972320, 326
ttHTobb_M125, 2018, 1, 2770, 5539790, 397
ttHTobb_M125, 2018, 1, 764, 1527609, 322
TTZToLLNuNu_M-10, 2018, 1, 207, 1241712, 353
TTZToLLNuNu_M-10, 2018, 1, 1612, 9668094, 494
TTZToLLNuNu_M-10, 2018, 1, 1602, 9609805, 317
TTZToLLNuNu_M-10, 2018, 1, 1669, 10013738, 302
ttHTobb_M125, 2018, 1, 238, 474822, 362
TTZToLLNuNu_M-10, 2018, 1, 1580, 9476401, 374
TTZToLLNuNu_M-10, 2018, 1, 1580, 9476511, 356
ttHTobb_M125, 2018, 1, 313, 624971, 382
TTZToLLNuNu_M-10, 2018, 1, 845, 5064554, 375
TTZToLLNuNu_M-10, 2018, 1, 1678, 10063238, 310
ttHTobb_M125, 2018, 1, 1264, 2527191, 306
ttHTobb_M125, 2018, 1, 1845, 3688420, 320
ttHTobb_M125, 2018, 1, 1846, 3691352, 429
ttHTobb_M125, 2018, 1, 4548, 9095907, 436
ttHTobb_M125, 2018, 1, 473, 944815, 319
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 787683, 1083062929, 322
ttHTobb_M125, 2018, 1, 1261, 2521836, 302
TTZToLLNuNu_M-10, 2018, 1, 1601, 9602012, 534
ttHTobb_M125, 2018, 1, 4519, 9036551, 389
TTZToLLNuNu_M-10, 2018, 1, 1995, 11965572, 471
ttHTobb_M125, 2018, 1, 1470, 2939856, 391
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 245369, 344497155, 404
TTZToLLNuNu_M-10, 2018, 1, 652, 3906763, 309
TTZToLLNuNu_M-10, 2018, 1, 1432, 8590455, 437
ttHTobb_M125, 2018, 1, 154, 306899, 381
ZJetsToNuNu_HT-800To1200, 2018, 1, 2846, 12901792, 461
ttHTobb_M125, 2018, 1, 3269, 6536520, 356
TTZToLLNuNu_M-10, 2018, 1, 644, 3860168, 335
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 480587, 674743629, 337
ttHTobb_M125, 2018, 1, 249, 496046, 324
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 240165, 337191118, 340
TTZToLLNuNu_M-10, 2018, 1, 118, 702191, 336
TTZToLLNuNu_M-10, 2018, 1, 1916, 11491955, 355
ttHTobb_M125, 2018, 1, 1992, 3983823, 352
ttHTobb_M125, 2018, 1, 2590, 5179599, 349
ttHTobb_M125, 2018, 1, 4201, 8401840, 316
ttHTobb_M125, 2018, 1, 4202, 8402380, 302
TTZToLLNuNu_M-10, 2018, 1, 671, 4022093, 347
ttHTobb_M125, 2018, 1, 687, 1372950, 316
TTZToLLNuNu_M-10, 2018, 1, 803, 4815844, 329
TTJets_DiLept_genMET-80, 2018, 1, 72467, 72973329, 319
TTZToLLNuNu_M-10, 2018, 1, 1785, 10707402, 390
ttHTobb_M125, 2018, 1, 530, 1058360, 419
ttHTobb_M125, 2018, 1, 886, 1771038, 378
ZJetsToNuNu_HT-400To600, 2018, 1, 2001, 17220689, 339
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 136167, 191177431, 327
ttHTobb_M125, 2018, 1, 3272, 6542923, 480
TTZToLLNuNu_M-10, 2018, 1, 315, 1887601, 402
TTZToLLNuNu_M-10, 2018, 1, 282, 1687385, 427
TTZToLLNuNu_M-10, 2018, 1, 300, 1794145, 584
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 592766, 832243378, 348
ttHTobb_M125, 2018, 1, 335, 669256, 414
TTZToLLNuNu_M-10, 2018, 1, 2144, 12859862, 302
TTZToLLNuNu_M-10, 2018, 1, 2154, 12921309, 351
ZJetsToNuNu_HT-200To400, 2018, 1, 9595, 62136949, 337
ZJetsToNuNu_HT-600To800, 2018, 1, 2685, 15588957, 306
ZJetsToNuNu_HT-400To600, 2018, 1, 9277, 79845705, 339
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 814502, 1143559662, 308
TTZToLLNuNu_M-10, 2018, 1, 1868, 11207747, 351
TTZToLLNuNu_M-10, 2018, 1, 1868, 11207907, 331
TTZToLLNuNu_M-10, 2018, 1, 2296, 13774360, 305
TTZToLLNuNu_M-10, 2018, 1, 1363, 8175060, 377
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 462461, 649294846, 361
TTZToLLNuNu_M-10, 2018, 1, 1501, 9005665, 364
TTZToLLNuNu_M-10, 2018, 1, 1632, 9786111, 527
TTZToLLNuNu_M-10, 2018, 1, 1572, 9426780, 345
TTZToLLNuNu_M-10, 2018, 1, 2288, 13723987, 331
TTZToLLNuNu_M-10, 2018, 1, 2324, 13942369, 385
ZJetsToNuNu_HT-200To400, 2018, 1, 23877, 154621574, 392
TTZToLLNuNu_M-10, 2018, 1, 1833, 10997242, 407
TTZToLLNuNu_M-10, 2018, 1, 477, 2859500, 356
TTZToLLNuNu_M-10, 2018, 1, 1950, 11694611, 325
TTZToLLNuNu_M-10, 2018, 1, 865, 5188437, 323
TTZToLLNuNu_M-10, 2018, 1, 1607, 9639785, 313
TTZToLLNuNu_M-10, 2018, 1, 187, 1118719, 313
TTJets_DiLept_genMET-80, 2018, 1, 384426, 387116572, 441
TTJets_DiLept_genMET-80, 2018, 1, 533884, 537620951, 389
TTZToLLNuNu_M-10, 2018, 1, 496, 2973302, 368
TTZToLLNuNu_M-10, 2018, 1, 202, 1207638, 409
TTZToLLNuNu_M-10, 2018, 1, 2264, 13579655, 820
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 600174, 842643640, 430
TTJets_DiLept_genMET-80, 2018, 1, 208953, 210415163, 403
TTZToLLNuNu_M-10, 2018, 1, 73, 434896, 354
TTZToLLNuNu_M-10, 2018, 1, 75, 444296, 478
TTZToLLNuNu_M-10, 2018, 1, 471, 2825321, 312
TTZToLLNuNu_M-10, 2018, 1, 1728, 10362579, 313
TTZToLLNuNu_M-10, 2018, 1, 223, 1335253, 354
TTZToLLNuNu_M-10, 2018, 1, 223, 1337821, 378
TTZToLLNuNu_M-10, 2018, 1, 1435, 8605888, 417
TTZToLLNuNu_M-10, 2018, 1, 783, 4692005, 536
TTZToLLNuNu_M-10, 2018, 1, 2321, 13924382, 363
TTZToLLNuNu_M-10, 2018, 1, 750, 4496346, 320
ZJetsToNuNu_HT-400To600, 2018, 1, 1790, 15398408, 355
TTZToLLNuNu_M-10, 2018, 1, 128, 765600, 406
TTZToLLNuNu_M-10, 2018, 1, 859, 5150022, 350
TTZToLLNuNu_M-10, 2018, 1, 859, 5153468, 312
TTZToLLNuNu_M-10, 2018, 1, 242, 1447909, 374
TTZToLLNuNu_M-10, 2018, 1, 457, 2736969, 545
TTZToLLNuNu_M-10, 2018, 1, 1804, 10821595, 356
TTZToLLNuNu_M-10, 2018, 1, 1665, 9987240, 434
TTZToLLNuNu_M-10, 2018, 1, 782, 4686136, 374
TTZToLLNuNu_M-10, 2018, 1, 2175, 13046109, 323
TTZToLLNuNu_M-10, 2018, 1, 1909, 11449923, 415
TTZToLLNuNu_M-10, 2018, 1, 1909, 11450479, 489
TTZToLLNuNu_M-10, 2018, 1, 1645, 9866689, 389
TTZToLLNuNu_M-10, 2018, 1, 1153, 6913667, 381
TTZToLLNuNu_M-10, 2018, 1, 1458, 8743698, 334
TTZToLLNuNu_M-10, 2018, 1, 1458, 8744273, 355
TTZToLLNuNu_M-10, 2018, 1, 1155, 6927512, 303
TTZToLLNuNu_M-10, 2018, 1, 1391, 8344852, 393
TTZToLLNuNu_M-10, 2018, 1, 1231, 7382677, 455
TTZToLLNuNu_M-10, 2018, 1, 1438, 8627431, 375
TTZToLLNuNu_M-10, 2018, 1, 2008, 12046719, 328
TTZToLLNuNu_M-10, 2018, 1, 56, 330864, 331
TTZToLLNuNu_M-10, 2018, 1, 56, 332649, 306
TTZToLLNuNu_M-10, 2018, 1, 182, 1091149, 380
TTZToLLNuNu_M-10, 2018, 1, 124, 741709, 371
TTZToLLNuNu_M-10, 2018, 1, 243, 1454525, 308
TTZToLLNuNu_M-10, 2018, 1, 243, 1455500, 474
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 280714, 394122408, 301
TTZToLLNuNu_M-10, 2018, 1, 863, 5176395, 459
TTZToLLNuNu_M-10, 2018, 1, 863, 5177656, 320
TTZToLLNuNu_M-10, 2018, 1, 881, 5285203, 451
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 484300, 679955938, 313
TTZToLLNuNu_M-10, 2018, 1, 382, 2290952, 337
ZJetsToNuNu_HT-600To800, 2018, 1, 5407, 31397912, 556
TTZToLLNuNu_M-10, 2018, 1, 676, 4051486, 350
TTZToLLNuNu_M-10, 2018, 1, 676, 4055528, 362
TTZToLLNuNu_M-10, 2018, 1, 2140, 12836561, 461
TTZToLLNuNu_M-10, 2018, 1, 2140, 12836613, 446
TTZToLLNuNu_M-10, 2018, 1, 2140, 12837871, 427
TTZToLLNuNu_M-10, 2018, 1, 999, 5992837, 303
ZJetsToNuNu_HT-600To800, 2018, 1, 4144, 24059253, 419
TTZToLLNuNu_M-10, 2018, 1, 2023, 12133398, 327
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 507356, 697613711, 313
TTZToLLNuNu_M-10, 2018, 1, 1783, 10697236, 474
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 504552, 693758439, 360
TTZToLLNuNu_M-10, 2018, 1, 1640, 9839307, 338
TTZToLLNuNu_M-10, 2018, 1, 1118, 6707229, 530
TTZToLLNuNu_M-10, 2018, 1, 1042, 6251141, 314
TTZToLLNuNu_M-10, 2018, 1, 1792, 10748847, 381
TTZToLLNuNu_M-10, 2018, 1, 1341, 8045529, 379
TTZToLLNuNu_M-10, 2018, 1, 2270, 13616584, 359
TTZToLLNuNu_M-10, 2018, 1, 2327, 13958511, 470
TTZToLLNuNu_M-10, 2018, 1, 1172, 7030018, 533
TTZToLLNuNu_M-10, 2018, 1, 1182, 7088212, 316
TTZToLLNuNu_M-10, 2018, 1, 1334, 8001347, 432
TTZToLLNuNu_M-10, 2018, 1, 1782, 10688219, 418
ZJetsToNuNu_HT-600To800, 2018, 1, 7461, 43325880, 304
ZJetsToNuNu_HT-600To800, 2018, 1, 7827, 45446796, 423
TTZToLLNuNu_M-10, 2018, 1, 1779, 10669927, 420
ZJetsToNuNu_HT-800To1200, 2018, 1, 2266, 10271929, 334
TTZToLLNuNu_M-10, 2018, 1, 1953, 11716828, 323
TTZToLLNuNu_M-10, 2018, 1, 1272, 7629410, 431
TTZToLLNuNu_M-10, 2018, 1, 1272, 7629704, 301
TTZToLLNuNu_M-10, 2018, 1, 1415, 8489356, 376
TTZToLLNuNu_M-10, 2018, 1, 634, 3798513, 323
TTZToLLNuNu_M-10, 2018, 1, 18, 103332, 708
TTZToLLNuNu_M-10, 2018, 1, 297, 1780712, 619
TTZToLLNuNu_M-10, 2018, 1, 1113, 6672258, 405
TTZToLLNuNu_M-10, 2018, 1, 1113, 6674830, 315
TTZToLLNuNu_M-10, 2018, 1, 331, 1981738, 373
TTZToLLNuNu_M-10, 2018, 1, 771, 4620746, 422
ZJetsToNuNu_HT-400To600, 2018, 1, 2592, 22304530, 428
TTZToLLNuNu_M-10, 2018, 1, 168, 1005222, 472
TTZToLLNuNu_M-10, 2018, 1, 842, 5048713, 394
TTZToLLNuNu_M-10, 2018, 1, 1137, 6820672, 343
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 45674, 64125567, 306
ZJetsToNuNu_HT-600To800, 2018, 1, 7565, 43927869, 406
TTZToLLNuNu_M-10, 2018, 1, 1739, 10433898, 313
TTZToLLNuNu_M-10, 2018, 1, 1355, 8124433, 387
TTZToLLNuNu_M-10, 2018, 1, 1194, 7161982, 493
TTZToLLNuNu_M-10, 2018, 1, 1720, 10316125, 512
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 207544, 285372922, 322
TTZToLLNuNu_M-10, 2018, 1, 1302, 7809694, 369
TTZToLLNuNu_M-10, 2018, 1, 1463, 8777479, 442
TTZToLLNuNu_M-10, 2018, 1, 1176, 7051510, 403
TTZToLLNuNu_M-10, 2018, 1, 2186, 13110734, 469
TTZToLLNuNu_M-10, 2018, 1, 1475, 8848725, 506
TTZToLLNuNu_M-10, 2018, 1, 1234, 7399544, 303
TTZToLLNuNu_M-10, 2018, 1, 1244, 7459500, 394
ZJetsToNuNu_HT-600To800, 2018, 1, 5987, 34762631, 310
TTZToLLNuNu_M-10, 2018, 1, 1945, 11668802, 493
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 56847, 79812639, 365
TTZToLLNuNu_M-10, 2018, 1, 1490, 8935667, 326
TTZToLLNuNu_M-10, 2018, 1, 1315, 7884479, 306
TTZToLLNuNu_M-10, 2018, 1, 1620, 9718959, 438
TTZToLLNuNu_M-10, 2018, 1, 1618, 9702653, 321
TTZToLLNuNu_M-10, 2018, 1, 1638, 9822023, 324
TTZToLLNuNu_M-10, 2018, 1, 1748, 10486423, 420
TTZToLLNuNu_M-10, 2018, 1, 1784, 10698646, 406
TTZToLLNuNu_M-10, 2018, 1, 1565, 9387936, 352
ZJetsToNuNu_HT-600To800, 2018, 1, 961, 5577850, 309
TTZToLLNuNu_M-10, 2018, 1, 1673, 10032678, 413
TTZToLLNuNu_M-10, 2018, 1, 1673, 10035356, 312
TTJets_SingleLeptFromTbar_genMET-80, 2018, 1, 292946, 402800159, 313
TTZToLLNuNu_M-10, 2018, 1, 332, 1991040, 513
TTZToLLNuNu_M-10, 2018, 1, 600, 3599240, 358
TTZToLLNuNu_M-10, 2018, 1, 334, 2001347, 369
TTZToLLNuNu_M-10, 2018, 1, 334, 2002857, 332
TTZToLLNuNu_M-10, 2018, 1, 1643, 9857611, 596
TTZToLLNuNu_M-10, 2018, 1, 929, 5571254, 438
TTZToLLNuNu_M-10, 2018, 1, 2328, 13964597, 335
TTZToLLNuNu_M-10, 2018, 1, 2328, 13965250, 385
ZJetsToNuNu_HT-600To800, 2018, 1, 2045, 11870344, 621
TTJets_SingleLeptFromT_genMET-80, 2018, 1, 582102, 817270409, 362
TTZToLLNuNu_M-10, 2018, 1, 515, 3089757, 409
TTZToLLNuNu_M-10, 2018, 1, 279, 1672116, 364
TTZToLLNuNu_M-10, 2018, 1, 641, 3845516, 358
TTZToLLNuNu_M-10, 2018, 1, 2010, 12056918, 316
TTZToLLNuNu_M-10, 2018, 1, 953, 5716126, 536
TTZToLLNuNu_M-10, 2018, 1, 926, 5551708, 358
TTZToLLNuNu_M-10, 2018, 1, 926, 5555771, 349
TTZToLLNuNu_M-10, 2018, 1, 577, 3460241, 340
TTZToLLNuNu_M-10, 2018, 1, 1451, 8702406, 334
TTZToLLNuNu_M-10, 2018, 1, 1451, 8704960, 395
ZJetsToNuNu_HT-600To800, 2018, 1, 2323, 13486523, 405
TTZToLLNuNu_M-10, 2018, 1, 1330, 7978520, 336
TTZToLLNuNu_M-10, 2018, 1, 1152, 6907069, 313
